MASV,HOTEN,PHAI,NGSINH,DCHI,DT,KHOA,TINHTRANG
"20A871691","Phan Hữu An","0","2002-09-16","TP. Hà Nội","0313519741","SINH","Đã thôi học"
"20A209898","Bùi Ngọc Bình","1","2005-08-13","TP. Đà Nẵng","0233466904","TOAN","Bảo lưu kết quả học tập"
"20A473388","Vũ Ngọc Khánh","0","2006-05-17","TP. Đà Nẵng","0480449569","VATLY","Đã tốt nghiệp"
"20A161539","Vũ Anh Châu","0","2004-12-13","TP. Cần Thơ","0253072292","TOAN","Đã tốt nghiệp"
"20A734819","Trần Minh Tú","1","2000-09-16","TP. Đà Nẵng","0589828734","HOA","Bảo lưu kết quả học tập"
"20A429916","Vũ Văn An","0","2004-09-20","TP. Đà Nẵng","0170153117","VATLY","Bảo lưu kết quả học tập"
"20A924124","Lê Anh Phúc","0","2000-12-23","Q.5, TP.HCM","0387920531","HOA","Bảo lưu kết quả học tập"
"20A129058","Vũ Hữu Phúc","0","2005-02-04","Q.10, TP.HCM","0532015405","HOA","Đang học"
"20A983867","Vũ Anh Vy","1","2006-07-22","TP. Thủ Đức","0500560160","KHKT","Bảo lưu kết quả học tập"
"20A314390","Lê Hữu Hương","0","2001-01-28","TP. Đà Nẵng","0946069549","KHKT","Đã tốt nghiệp"
"20A822008","Trần Gia Hà","1","2003-04-01","TP. Hà Nội","0364990950","KHKT","Đã thôi học"
"20A358862","Vũ Minh Hương","1","2002-04-30","Q.3, TP.HCM","0649599781","VATLY","Đã thôi học"
"20A271555","Hoàng Thị Tú","0","2007-01-18","TP. Biên Hòa","0922501567","VATLY","Đã thôi học"
"20A160754","Đặng Anh Quân","1","2001-09-04","TP. Hà Nội","0878820002","SINH","Đã thôi học"
"20A118440","Phạm Thị Hà","0","2001-12-31","TP. Biên Hòa","0936656702","SINH","Bảo lưu kết quả học tập"
"20A760706","Đặng Anh Quân","0","2006-05-13","Q.5, TP.HCM","0692053743","HOA","Đang học"
"20A804366","Trần Minh Châu","0","2005-06-28","Q.5, TP.HCM","0345275028","CNTT","Đã tốt nghiệp"
"20A562684","Vũ Anh Tú","1","2003-08-19","TP. Thủ Đức","0837516766","KHKT","Đã thôi học"
"20A259623","Vũ Gia Trang","1","2000-09-17","TP. Cần Thơ","0486254601","KHKT","Đã tốt nghiệp"
"20A143993","Vũ Hữu Tú","0","2000-08-11","TP. Vũng Tàu","0803933216","TOAN","Đã thôi học"
"20A639802","Trần Hữu Tú","0","2003-05-12","TP. Biên Hòa","0465728083","KHKT","Đang học"
"20A859312","Bùi Gia Hương","1","2002-05-28","TP. Vũng Tàu","0496370021","HOA","Đã thôi học"
"20A919075","Hoàng Gia Linh","0","2007-02-27","Q.10, TP.HCM","0316544849","SINH","Bảo lưu kết quả học tập"
"20A164137","Vũ Thị Quân","0","2003-07-27","TP. Cần Thơ","0404569758","SINH","Đã thôi học"
"20A161534","Nguyễn Hữu Phúc","0","2003-01-23","TP. Cần Thơ","0512883245","SINH","Đã tốt nghiệp"
"20A523024","Lê Ngọc Tú","0","2006-03-23","TP. Thủ Đức","0348864978","TOAN","Đã tốt nghiệp"
"20A914278","Phan Anh Vy","0","2006-01-06","TP. Biên Hòa","0762135993","VATLY","Đang học"
"20A106657","Trần Thị Tú","1","2002-11-09","Q.3, TP.HCM","0141177978","SINH","Đã thôi học"
"20A116415","Hoàng Ngọc Dũng","0","2001-06-18","TP. Thủ Đức","0258034932","VATLY","Bảo lưu kết quả học tập"
"20A294712","Hoàng Anh Dũng","0","2003-08-29","TP. Đà Nẵng","0526973734","TOAN","Bảo lưu kết quả học tập"
"20A455474","Phạm Gia Tú","1","2002-02-13","Q.3, TP.HCM","0921835318","TOAN","Bảo lưu kết quả học tập"
"20A774113","Bùi Văn Linh","1","2001-09-09","Q.10, TP.HCM","0881665452","CNTT","Đang học"
"20A831965","Trần Anh Bình","0","2005-02-20","Q.1, TP.HCM","0319660332","KHKT","Đã tốt nghiệp"
"20A600455","Đặng Minh Hà","1","2005-11-23","TP. Biên Hòa","0605505341","CNTT","Đang học"
"20A474519","Phạm Thị Tú","1","2000-06-19","TP. Hà Nội","0842518412","CNTT","Đang học"
"20A941487","Lê Hữu Dũng","1","2001-06-28","TP. Đà Nẵng","0397682679","VATLY","Đã tốt nghiệp"
"20A999344","Bùi Văn Trang","1","2004-01-13","TP. Vũng Tàu","0975671415","VATLY","Đang học"
"20A336343","Hoàng Minh Linh","1","2003-04-25","TP. Biên Hòa","0298404123","TOAN","Đang học"
"20A282068","Phan Minh Tú","0","2001-04-19","TP. Cần Thơ","0978328119","TOAN","Bảo lưu kết quả học tập"
"20A654164","Đặng Gia Nam","1","2001-02-14","Q.3, TP.HCM","0827461263","SINH","Đã thôi học"
"20A732187","Phạm Ngọc Linh","0","2002-11-11","TP. Vũng Tàu","0127931495","CNTT","Đang học"
"20A819360","Phạm Văn Hương","0","2003-06-11","Q.1, TP.HCM","0296250777","SINH","Bảo lưu kết quả học tập"
"20A772102","Đặng Gia Hương","0","2002-02-28","TP. Biên Hòa","0707157304","HOA","Bảo lưu kết quả học tập"
"20A108944","Bùi Thị Nam","1","2006-09-16","TP. Cần Thơ","0696086212","SINH","Đang học"
"20A921051","Bùi Thị Hà","0","2003-08-03","TP. Hà Nội","0154227823","TOAN","Đã thôi học"
"20A221959","Bùi Minh Quân","1","2006-01-15","TP. Hà Nội","0744688701","VATLY","Đã tốt nghiệp"
"20A960045","Vũ Thị Nam","0","2001-07-12","Q.3, TP.HCM","0576671120","VATLY","Đã thôi học"
"20A478229","Hoàng Hữu Quân","1","2001-09-07","TP. Vũng Tàu","0133326306","CNTT","Đã tốt nghiệp"
"20A937677","Phạm Ngọc Phúc","0","2002-07-29","Q.3, TP.HCM","0331066961","CNTT","Đã thôi học"
"20A603842","Phan Minh Nam","1","2001-02-19","Q.1, TP.HCM","0240193700","TOAN","Đang học"
"20A659048","Phan Thị Vy","1","2001-09-29","TP. Cần Thơ","0131162566","VATLY","Đã tốt nghiệp"
"20A688076","Phạm Gia Khánh","1","2003-01-15","TP. Vũng Tàu","0145677295","KHKT","Đã tốt nghiệp"
"20A641932","Trần Văn Hà","0","2004-03-16","Q.1, TP.HCM","0505266574","HOA","Đang học"
"20A987150","Trần Thị Linh","1","2006-11-20","TP. Hà Nội","0880928409","VATLY","Đã thôi học"
"20A837783","Phan Anh An","1","2002-07-12","TP. Vũng Tàu","0488420627","VATLY","Đã tốt nghiệp"
"20A879678","Đặng Ngọc Hương","1","2002-03-16","TP. Hà Nội","0272742803","VATLY","Bảo lưu kết quả học tập"
"20A491285","Lê Ngọc Linh","0","2002-07-18","Q.10, TP.HCM","0709886472","SINH","Bảo lưu kết quả học tập"
"20A986450","Vũ Gia Vy","1","2000-04-22","Q.3, TP.HCM","0170032006","TOAN","Đang học"
"20A745656","Phạm Minh Dũng","1","2000-12-08","TP. Thủ Đức","0407420312","SINH","Bảo lưu kết quả học tập"
"20A157387","Lê Ngọc Khánh","0","2004-10-10","TP. Đà Nẵng","0661060409","CNTT","Đã tốt nghiệp"
"20A713341","Nguyễn Văn Châu","0","2004-08-14","TP. Cần Thơ","0858163759","KHKT","Đang học"
"20A276858","Vũ Ngọc Khánh","1","2007-03-06","TP. Vũng Tàu","0276935211","HOA","Đang học"
"20A534738","Bùi Minh Trang","1","2006-02-06","Q.1, TP.HCM","0805245064","TOAN","Đang học"
"20A626155","Nguyễn Hữu Hà","0","2000-10-17","TP. Thủ Đức","0754321915","HOA","Bảo lưu kết quả học tập"
"20A745304","Hoàng Ngọc Linh","0","2004-03-25","Q.1, TP.HCM","0667174707","CNTT","Đang học"
"20A522163","Bùi Gia Tú","1","2001-06-20","TP. Đà Nẵng","0811109857","HOA","Đã tốt nghiệp"
"20A307422","Vũ Thị Châu","1","2006-04-06","TP. Đà Nẵng","0789094257","CNTT","Bảo lưu kết quả học tập"
"20A406460","Phạm Minh Nam","0","2004-09-14","TP. Hà Nội","0559114855","HOA","Đã tốt nghiệp"
"20A876107","Bùi Thị Quân","1","2000-12-21","Q.5, TP.HCM","0653982899","CNTT","Đã tốt nghiệp"
"20A729864","Nguyễn Minh Quân","0","2005-02-12","Q.5, TP.HCM","0631666707","TOAN","Bảo lưu kết quả học tập"
"20A718744","Lê Văn Linh","0","2003-08-15","TP. Đà Nẵng","0247975020","CNTT","Đã tốt nghiệp"
"20A172531","Phạm Gia Bình","1","2004-01-05","Q.3, TP.HCM","0800660931","KHKT","Đang học"
"20A776055","Đặng Anh Trang","0","2005-10-17","Q.10, TP.HCM","0127023360","SINH","Đang học"
"20A234539","Đặng Thị Hà","1","2001-01-02","TP. Biên Hòa","0557939133","TOAN","Đã thôi học"
"20A694933","Nguyễn Thị Quân","0","2007-01-27","Q.1, TP.HCM","0976765589","KHKT","Bảo lưu kết quả học tập"
"20A637584","Đặng Thị Châu","0","2000-08-29","TP. Vũng Tàu","0438668088","KHKT","Đã tốt nghiệp"
"20A287703","Lê Thị Nam","1","2003-09-15","TP. Hà Nội","0103896345","TOAN","Đã thôi học"
"20A883368","Vũ Minh Phúc","1","2003-09-19","TP. Cần Thơ","0527777573","SINH","Đã tốt nghiệp"
"20A255115","Trần Ngọc Hà","0","2000-08-19","Q.10, TP.HCM","0519525502","HOA","Bảo lưu kết quả học tập"
"20A579740","Đặng Văn Châu","1","2006-10-20","TP. Thủ Đức","0471509945","TOAN","Đã thôi học"
"20A935282","Lê Gia Khánh","1","2004-01-01","TP. Biên Hòa","0451237222","TOAN","Đã tốt nghiệp"
"20A967877","Hoàng Gia Quân","0","2005-12-16","Q.10, TP.HCM","0799343252","CNTT","Đang học"
"20A767120","Hoàng Minh An","0","2003-06-17","TP. Cần Thơ","0715729511","CNTT","Bảo lưu kết quả học tập"
"20A452922","Đặng Gia An","0","2002-04-21","Q.3, TP.HCM","0829774660","CNTT","Đang học"
"20A274309","Nguyễn Anh An","1","2002-11-18","TP. Hà Nội","0896517311","VATLY","Bảo lưu kết quả học tập"
"20A725034","Lê Gia Dũng","0","2002-08-22","TP. Hà Nội","0248511408","CNTT","Đã tốt nghiệp"
"20A452095","Nguyễn Minh Hà","1","2000-10-06","Q.5, TP.HCM","0946857492","TOAN","Đang học"
"20A261005","Đặng Minh Phúc","0","2004-10-21","TP. Đà Nẵng","0339761283","CNTT","Bảo lưu kết quả học tập"
"20A553997","Phan Hữu Phúc","1","2005-04-02","TP. Cần Thơ","0927447333","TOAN","Đang học"
"20A592310","Hoàng Minh Linh","0","2002-02-15","TP. Đà Nẵng","0205449393","TOAN","Đã thôi học"
"20A869954","Bùi Gia Bình","0","2002-08-26","TP. Vũng Tàu","0640256860","TOAN","Đã tốt nghiệp"
"20A213060","Hoàng Ngọc Trang","1","2003-12-18","TP. Đà Nẵng","0904778547","SINH","Đã tốt nghiệp"
"20A659933","Phan Ngọc Nam","1","2005-12-20","TP. Thủ Đức","0467220891","VATLY","Đã tốt nghiệp"
"20A418478","Trần Minh Phúc","0","2003-07-13","Q.10, TP.HCM","0184486349","HOA","Bảo lưu kết quả học tập"
"20A986218","Trần Hữu Phúc","1","2001-07-25","Q.3, TP.HCM","0451940700","VATLY","Đang học"
"20A610993","Bùi Ngọc Nam","1","2002-01-11","TP. Thủ Đức","0309813153","TOAN","Đã tốt nghiệp"
"20A792870","Nguyễn Ngọc Hương","0","2003-05-29","TP. Vũng Tàu","0413424333","KHKT","Đã thôi học"
"20A282643","Bùi Anh Phúc","1","2006-11-18","TP. Đà Nẵng","0673606191","TOAN","Đang học"
"20A530713","Nguyễn Thị Hương","1","2001-01-27","TP. Thủ Đức","0476734331","TOAN","Bảo lưu kết quả học tập"
"20A541693","Phạm Anh Vy","1","2005-09-09","TP. Cần Thơ","0249575290","CNTT","Đang học"
"20A790782","Trần Văn Khánh","0","2004-05-04","Q.1, TP.HCM","0661997820","SINH","Đã thôi học"
"20A212061","Vũ Anh An","1","2004-08-13","TP. Biên Hòa","0246578855","KHKT","Đã tốt nghiệp"
"20A153817","Phan Minh Nam","0","2004-08-10","TP. Đà Nẵng","0737675099","KHKT","Đã tốt nghiệp"
"20A164294","Vũ Minh Hà","1","2006-06-13","TP. Đà Nẵng","0267348049","VATLY","Bảo lưu kết quả học tập"
"20A673960","Phan Ngọc An","0","2000-06-08","Q.1, TP.HCM","0877369346","VATLY","Đã tốt nghiệp"
"20A498411","Phạm Văn Vy","1","2000-10-24","Q.5, TP.HCM","0201249841","HOA","Bảo lưu kết quả học tập"
"20A821177","Phạm Minh Châu","1","2006-10-18","Q.1, TP.HCM","0558211067","SINH","Bảo lưu kết quả học tập"
"20A419632","Nguyễn Gia Khánh","1","2001-07-01","Q.3, TP.HCM","0371459229","HOA","Đang học"
"20A135878","Lê Thị Bình","1","2005-03-28","TP. Thủ Đức","0833044367","CNTT","Đang học"
"20A952424","Nguyễn Thị Khánh","0","2006-11-22","Q.10, TP.HCM","0127726396","HOA","Đã thôi học"
"20A752078","Bùi Văn Phúc","1","2005-10-30","Q.3, TP.HCM","0425736075","KHKT","Bảo lưu kết quả học tập"
"20A340713","Nguyễn Thị Dũng","0","2000-11-01","TP. Biên Hòa","0770998650","TOAN","Đã thôi học"
"20A355923","Bùi Anh Hà","0","2003-03-11","TP. Vũng Tàu","0641635610","CNTT","Đã thôi học"
"20A881560","Vũ Anh Hà","1","2000-06-30","Q.5, TP.HCM","0191101351","HOA","Đang học"
"20A128570","Lê Hữu Linh","1","2006-10-02","Q.1, TP.HCM","0900203002","KHKT","Bảo lưu kết quả học tập"
"20A258404","Hoàng Thị Dũng","0","2007-02-04","Q.5, TP.HCM","0703736958","TOAN","Đã thôi học"
"20A804913","Vũ Minh Phúc","0","2006-05-25","Q.10, TP.HCM","0481849016","KHKT","Bảo lưu kết quả học tập"
"20A757600","Bùi Ngọc Khánh","1","2005-03-16","TP. Thủ Đức","0172070239","KHKT","Đang học"
"20A745012","Phạm Văn Trang","1","2000-12-13","Q.5, TP.HCM","0443562033","HOA","Đã thôi học"
"20A254159","Đặng Anh Linh","1","2005-09-25","TP. Cần Thơ","0160101591","TOAN","Bảo lưu kết quả học tập"
"20A232597","Đặng Thị Bình","1","2001-11-18","Q.3, TP.HCM","0445350159","SINH","Đã tốt nghiệp"
"20A860988","Hoàng Anh Khánh","1","2005-01-03","TP. Cần Thơ","0889485452","TOAN","Bảo lưu kết quả học tập"
"20A600068","Đặng Anh Châu","1","2002-06-11","Q.10, TP.HCM","0692412421","KHKT","Đã tốt nghiệp"
"20A629113","Hoàng Gia Nam","0","2002-07-06","Q.10, TP.HCM","0290837721","KHKT","Đã tốt nghiệp"
"20A618193","Hoàng Anh Khánh","0","2005-07-23","TP. Thủ Đức","0124214813","HOA","Đã tốt nghiệp"
"20A926511","Phạm Minh Trang","0","2002-04-04","TP. Biên Hòa","0969757209","SINH","Đã tốt nghiệp"
"20A737602","Nguyễn Thị Khánh","1","2002-01-26","TP. Cần Thơ","0890292589","KHKT","Bảo lưu kết quả học tập"
"20A755742","Hoàng Văn Trang","0","2002-12-11","TP. Hà Nội","0595355710","CNTT","Đang học"
"20A919811","Trần Ngọc Vy","1","2000-04-20","Q.3, TP.HCM","0917299609","KHKT","Bảo lưu kết quả học tập"
"20A972990","Vũ Minh Tú","0","2006-11-07","Q.10, TP.HCM","0326001550","SINH","Đã thôi học"
"20A971139","Vũ Văn Nam","1","2004-07-05","Q.1, TP.HCM","0294804830","CNTT","Đang học"
"20A700546","Hoàng Minh Khánh","1","2003-07-05","Q.5, TP.HCM","0610101440","HOA","Bảo lưu kết quả học tập"
"20A318929","Bùi Thị Quân","0","2007-02-10","TP. Đà Nẵng","0142436367","VATLY","Đã thôi học"
"20A470515","Nguyễn Hữu Phúc","1","2005-08-19","Q.1, TP.HCM","0682034032","SINH","Bảo lưu kết quả học tập"
"20A969322","Lê Anh Nam","1","2005-04-10","TP. Biên Hòa","0429443204","VATLY","Đang học"
"20A131794","Bùi Minh Bình","0","2006-09-14","TP. Biên Hòa","0218377335","HOA","Đang học"
"20A222556","Hoàng Gia Tú","0","2006-11-08","Q.10, TP.HCM","0416172461","CNTT","Đang học"
"20A445904","Bùi Gia Nam","0","2006-08-23","TP. Biên Hòa","0584146094","KHKT","Đã tốt nghiệp"
"20A484430","Trần Văn An","0","2004-05-25","TP. Cần Thơ","0252186849","HOA","Đã thôi học"
"20A257991","Phan Ngọc Phúc","0","2002-10-14","Q.1, TP.HCM","0599054934","VATLY","Bảo lưu kết quả học tập"
"20A792421","Lê Ngọc Nam","1","2006-08-12","Q.1, TP.HCM","0345600747","HOA","Đang học"
"20A736073","Phạm Minh An","0","2007-02-18","Q.10, TP.HCM","0161149774","SINH","Đã thôi học"
"20A878109","Bùi Văn Khánh","0","2004-01-25","TP. Đà Nẵng","0593016379","KHKT","Đã thôi học"
"20A182012","Bùi Minh Phúc","0","2003-11-20","TP. Thủ Đức","0304831321","TOAN","Đã tốt nghiệp"
"20A728359","Trần Thị Khánh","1","2006-10-22","TP. Biên Hòa","0933697535","SINH","Đã tốt nghiệp"
"20A744359","Vũ Anh Khánh","1","2005-05-05","TP. Hà Nội","0853017540","VATLY","Đã tốt nghiệp"
"20A993075","Vũ Gia Khánh","1","2004-08-03","Q.1, TP.HCM","0676199704","HOA","Đã tốt nghiệp"
"20A561806","Phan Hữu Linh","0","2004-02-04","Q.5, TP.HCM","0994042499","TOAN","Đang học"
"20A850550","Đặng Gia Châu","0","2004-09-22","TP. Vũng Tàu","0747870100","VATLY","Đang học"
"20A806040","Bùi Văn Phúc","0","2002-05-19","TP. Hà Nội","0742772702","HOA","Bảo lưu kết quả học tập"
"20A386595","Bùi Văn Quân","0","2005-05-27","Q.1, TP.HCM","0183742541","CNTT","Đang học"
"20A398400","Phan Văn Nam","1","2002-01-29","TP. Hà Nội","0987714914","HOA","Đã thôi học"
"20A755747","Phan Văn Linh","0","2006-07-03","Q.3, TP.HCM","0567808310","SINH","Đã thôi học"
"20A158008","Trần Hữu Vy","0","2001-04-29","TP. Thủ Đức","0742716208","HOA","Đang học"
"20A737571","Phạm Gia Linh","0","2001-08-21","TP. Vũng Tàu","0107988047","CNTT","Đã tốt nghiệp"
"20A280225","Hoàng Ngọc Dũng","1","2000-06-20","TP. Biên Hòa","0802674243","TOAN","Đã thôi học"
"20A273572","Đặng Ngọc Khánh","1","2000-12-09","TP. Cần Thơ","0361261704","CNTT","Đang học"
"20A733716","Đặng Thị Phúc","1","2005-11-16","Q.1, TP.HCM","0571923916","VATLY","Đã tốt nghiệp"
"20A317155","Trần Văn Vy","0","2006-12-15","Q.1, TP.HCM","0326247943","CNTT","Đã thôi học"
"20A119116","Vũ Anh Phúc","0","2005-10-02","Q.1, TP.HCM","0161856400","VATLY","Đã tốt nghiệp"
"20A851415","Phạm Văn Châu","0","2005-03-27","Q.1, TP.HCM","0762439504","KHKT","Bảo lưu kết quả học tập"
"20A866893","Đặng Minh Hương","1","2006-11-22","TP. Biên Hòa","0498175419","TOAN","Đã tốt nghiệp"
"20A399231","Lê Thị Bình","1","2003-05-03","Q.10, TP.HCM","0162799924","KHKT","Đã thôi học"
"20A726182","Vũ Thị Khánh","0","2003-09-29","Q.5, TP.HCM","0405486238","KHKT","Bảo lưu kết quả học tập"
"20A379745","Nguyễn Thị Khánh","0","2005-03-21","TP. Vũng Tàu","0254775819","KHKT","Đang học"
"20A783819","Bùi Anh Trang","1","2004-12-17","Q.10, TP.HCM","0889497275","TOAN","Bảo lưu kết quả học tập"
"20A993166","Lê Văn Châu","0","2002-10-22","TP. Vũng Tàu","0322199835","TOAN","Bảo lưu kết quả học tập"
"20A703332","Nguyễn Hữu Châu","0","2004-09-01","TP. Hà Nội","0613543411","CNTT","Đã thôi học"
"20A168539","Vũ Gia Hương","0","2001-07-29","TP. Thủ Đức","0993562287","TOAN","Bảo lưu kết quả học tập"
"20A689355","Đặng Anh Nam","0","2007-01-30","TP. Thủ Đức","0969965014","SINH","Đã tốt nghiệp"
"20A208200","Hoàng Gia Tú","1","2004-02-21","TP. Cần Thơ","0159286663","CNTT","Đang học"
"20A249395","Lê Hữu An","1","2003-12-20","TP. Hà Nội","0519250668","HOA","Đã tốt nghiệp"
"20A948790","Phan Minh Quân","0","2005-03-01","TP. Hà Nội","0952042026","HOA","Đang học"
"20A768432","Phạm Minh Quân","0","2002-01-19","TP. Hà Nội","0373020822","HOA","Đã tốt nghiệp"
"20A626623","Hoàng Gia Dũng","0","2001-09-26","Q.5, TP.HCM","0656414190","CNTT","Đã tốt nghiệp"
"20A152480","Hoàng Anh Bình","1","2001-05-27","Q.10, TP.HCM","0809686264","TOAN","Đã tốt nghiệp"
"20A536198","Hoàng Hữu Nam","0","2001-10-23","Q.1, TP.HCM","0251900962","HOA","Bảo lưu kết quả học tập"
"20A617448","Vũ Ngọc Tú","0","2003-06-14","Q.5, TP.HCM","0350459308","KHKT","Đang học"
"20A781704","Lê Minh Dũng","0","2007-02-27","Q.5, TP.HCM","0761442986","VATLY","Đang học"
"20A683462","Hoàng Minh Quân","1","2007-01-23","TP. Đà Nẵng","0475943543","TOAN","Đã tốt nghiệp"
"20A973849","Đặng Gia Dũng","0","2003-05-15","TP. Vũng Tàu","0171088035","KHKT","Bảo lưu kết quả học tập"
"20A140302","Hoàng Văn Châu","0","2001-08-02","TP. Thủ Đức","0370990311","VATLY","Đã tốt nghiệp"
"20A530179","Nguyễn Minh Quân","1","2004-09-09","TP. Cần Thơ","0744892992","CNTT","Đã thôi học"
"20A602323","Phan Ngọc Hà","1","2005-04-04","Q.1, TP.HCM","0310252804","VATLY","Đã tốt nghiệp"
"20A939497","Vũ Văn An","1","2006-10-09","TP. Thủ Đức","0136234658","CNTT","Đã thôi học"
"20A667234","Vũ Anh Phúc","0","2006-05-08","TP. Thủ Đức","0967188569","CNTT","Đã thôi học"
"20A576040","Nguyễn Ngọc Bình","1","2000-07-09","TP. Hà Nội","0459765751","CNTT","Bảo lưu kết quả học tập"
"20A163989","Bùi Hữu Quân","0","2006-04-08","Q.3, TP.HCM","0417908895","SINH","Đã tốt nghiệp"
"20A436055","Hoàng Thị Dũng","0","2003-12-16","Q.1, TP.HCM","0799708897","TOAN","Đang học"
"20A358746","Nguyễn Gia Hương","1","2005-02-28","Q.1, TP.HCM","0257881701","TOAN","Đã thôi học"
"20A816273","Nguyễn Hữu Quân","1","2001-09-12","TP. Biên Hòa","0626696768","CNTT","Đã thôi học"
"20A899334","Đặng Ngọc Phúc","1","2002-01-28","TP. Đà Nẵng","0573888841","CNTT","Đang học"
"20A160909","Nguyễn Thị An","1","2006-03-04","Q.3, TP.HCM","0717997172","VATLY","Đã tốt nghiệp"
"20A346244","Hoàng Thị Nam","0","2005-03-15","TP. Biên Hòa","0723664955","CNTT","Đang học"
"20A592692","Nguyễn Gia Linh","1","2004-07-30","Q.3, TP.HCM","0645017492","TOAN","Đã tốt nghiệp"
"20A883342","Trần Văn An","0","2006-03-17","Q.1, TP.HCM","0350797771","HOA","Đang học"
"20A987990","Phan Thị Nam","1","2003-01-13","TP. Vũng Tàu","0317003168","KHKT","Đang học"
"20A142962","Phạm Văn Dũng","0","2004-05-23","TP. Biên Hòa","0927370790","VATLY","Đã thôi học"
"20A464997","Hoàng Văn Quân","0","2003-06-17","TP. Cần Thơ","0723373094","SINH","Bảo lưu kết quả học tập"
"20A998635","Đặng Gia Khánh","0","2000-07-01","Q.1, TP.HCM","0833696974","KHKT","Bảo lưu kết quả học tập"
"20A366294","Lê Minh Hà","0","2004-01-11","Q.1, TP.HCM","0204202207","VATLY","Đã tốt nghiệp"
"20A141325","Phạm Gia Dũng","1","2002-01-31","TP. Hà Nội","0291670550","TOAN","Đã thôi học"
"20A617061","Đặng Hữu Linh","0","2006-12-25","TP. Thủ Đức","0140021448","CNTT","Đã thôi học"
"20A876731","Phạm Gia Tú","0","2006-03-16","Q.3, TP.HCM","0402874934","KHKT","Đã tốt nghiệp"
"20A471759","Lê Ngọc Nam","1","2002-08-14","TP. Vũng Tàu","0415480838","SINH","Đang học"
"20A655338","Đặng Hữu Bình","1","2007-01-24","TP. Vũng Tàu","0766099996","HOA","Bảo lưu kết quả học tập"
"20A826795","Đặng Gia Vy","0","2003-02-13","Q.3, TP.HCM","0286451994","SINH","Đang học"
"20A615080","Vũ Minh Dũng","1","2001-01-05","TP. Đà Nẵng","0352173441","SINH","Đã tốt nghiệp"
"20A772034","Đặng Văn Vy","0","2005-07-27","TP. Đà Nẵng","0610023035","VATLY","Đã thôi học"
"20A802195","Phạm Ngọc Hà","1","2002-10-20","TP. Đà Nẵng","0918161908","SINH","Đã thôi học"
"20A954198","Lê Gia Dũng","1","2006-09-22","TP. Hà Nội","0788321621","KHKT","Đang học"
"20A767402","Lê Văn Vy","0","2002-11-08","Q.10, TP.HCM","0538620332","TOAN","Đã thôi học"
"20A494322","Lê Văn Hương","0","2004-07-26","Q.3, TP.HCM","0201026967","KHKT","Đã tốt nghiệp"
"20A919697","Vũ Hữu Hương","0","2002-07-17","Q.10, TP.HCM","0765788317","TOAN","Bảo lưu kết quả học tập"
"20A100667","Bùi Minh Dũng","1","2006-02-10","TP. Cần Thơ","0651467304","CNTT","Đã thôi học"
"20A610334","Bùi Minh Hương","0","2000-04-22","Q.3, TP.HCM","0234145052","VATLY","Đã thôi học"
"20A584268","Đặng Thị Phúc","1","2001-09-21","Q.3, TP.HCM","0680607713","KHKT","Đang học"
"20A148915","Phan Anh Nam","0","2006-10-27","Q.3, TP.HCM","0517451608","SINH","Đang học"
"20A579015","Phan Văn Dũng","1","2006-04-15","TP. Vũng Tàu","0594191786","CNTT","Đã tốt nghiệp"
"20A780539","Phan Văn Hương","1","2004-10-28","TP. Hà Nội","0625837929","VATLY","Đã thôi học"
"20A290683","Hoàng Anh Hà","0","2005-10-17","TP. Thủ Đức","0895744559","CNTT","Đã tốt nghiệp"
"20A122086","Trần Gia Linh","0","2005-01-24","Q.5, TP.HCM","0764862034","SINH","Đã thôi học"
"20A133116","Lê Anh Nam","1","2007-03-08","TP. Đà Nẵng","0298549690","CNTT","Bảo lưu kết quả học tập"
"20A716412","Đặng Gia Khánh","0","2005-05-03","TP. Biên Hòa","0870562861","SINH","Đang học"
"20A171181","Lê Hữu Khánh","1","2003-06-06","Q.10, TP.HCM","0881959716","VATLY","Bảo lưu kết quả học tập"
"20A248852","Trần Ngọc Trang","1","2000-09-07","Q.3, TP.HCM","0919911366","KHKT","Đã thôi học"
"20A359566","Phan Hữu Phúc","1","2002-07-29","TP. Biên Hòa","0342040465","KHKT","Đang học"
"20A745110","Bùi Văn Nam","0","2001-06-27","TP. Đà Nẵng","0816128432","VATLY","Đang học"
"20A981930","Đặng Gia Vy","1","2002-08-23","Q.5, TP.HCM","0995326426","HOA","Đã thôi học"
"20A571339","Trần Thị Dũng","0","2001-06-13","Q.3, TP.HCM","0423135829","CNTT","Đã tốt nghiệp"
"20A685589","Phạm Gia Bình","1","2005-07-03","Q.10, TP.HCM","0671583232","KHKT","Bảo lưu kết quả học tập"
"20A449839","Bùi Anh Hương","0","2000-08-05","TP. Hà Nội","0592105934","CNTT","Đã thôi học"
"20A955861","Nguyễn Anh Nam","1","2000-10-22","TP. Vũng Tàu","0615739036","VATLY","Đã tốt nghiệp"
"20A319654","Phan Hữu Hà","0","2004-05-17","TP. Biên Hòa","0939481322","CNTT","Đang học"
"20A472822","Phan Văn Linh","1","2001-12-25","TP. Thủ Đức","0263727020","KHKT","Bảo lưu kết quả học tập"
"20A543234","Phạm Văn Châu","0","2004-04-11","Q.5, TP.HCM","0413637041","VATLY","Bảo lưu kết quả học tập"
"20A861969","Lê Hữu Trang","0","2006-08-10","TP. Thủ Đức","0264293357","VATLY","Bảo lưu kết quả học tập"
